cod,nome,nome_curto,incl,excl,crit,cons,nota,icd10,ICD_10_new,ICD_10_list_description,ICD_10_list_description_join
U80,Lesão traumática do aparelho urinário,Lesão traumática do aparelho urinário,contusão do rim; corpo estranho no aparelho urinário,,,,,S37.0; S37.1; S37.2; S37.3; T19.0; T19.1; T28.3; T28.8,"['S370', 'S371', 'S372', 'S373', 'T190', 'T191', 'T283', 'T288']","['Lesão do rim', 'Lesão do ureter', 'Lesão da bexiga', 'Lesão da uretra', 'Corpo estranho na uretra', 'Corpo estranho na bexiga', 'Queimadura de órgãos genitourinários internos', 'Corrosão de órgãos genitourinários internos']",Lesão do rim; Lesão do ureter; Lesão da bexiga; Lesão da uretra; Corpo estranho na uretra; Corpo estranho na bexiga; Queimadura de órgãos genitourinários internos; Corrosão de órgãos genitourinários internos
U85,Malformação congénita do aparelho urinário,Malformação congén aparelho urinár,rim poliquístico congénito; duplicação de rim/ureter,,,,,Q60.0; Q60.1; Q60.2; Q60.3; Q60.4; Q60.5; Q60.6; Q61.0; Q61.1; Q61.2; Q61.3; Q61.4; Q61.5; Q61.8; Q61.9; Q62.0; Q62.1; Q62.2; Q62.3; Q62.4; Q62.5; Q62.6; Q62.7; Q62.8; Q63.0; Q63.1; Q63.2; Q63.3; Q63.8; Q63.9; Q64.0; Q64.1; Q64.2; Q64.3; Q64.4; Q64.5; Q64.6; Q64.7; Q64.8; Q64.9,"['Q600', 'Q601', 'Q602', 'Q603', 'Q604', 'Q605', 'Q606', 'Q610', 'Q611', 'Q612', 'Q613', 'Q614', 'Q615', 'Q618', 'Q619', 'Q620', 'Q621', 'Q622', 'Q623', 'Q624', 'Q625', 'Q626', 'Q627', 'Q628', 'Q630', 'Q631', 'Q632', 'Q633', 'Q638', 'Q639', 'Q640', 'Q641', 'Q642', 'Q643', 'Q644', 'Q645', 'Q646', 'Q647', 'Q648', 'Q649']","['Agenésia unilateral do rim', 'Agenésia bilateral do rim', 'Agenésia renal não especificada', 'Hipoplasia renal unilateral', 'Hipoplasia renal bilateral', 'Hipoplasia renal não especificada', 'Síndrome de Potter', 'quisto congénito único do rim', 'Rim policístico, autossómico recessivo', 'Rim poliquístico, autossómico dominante', 'Rim poliquístico, tipo não especificado', 'Displasia renal', 'Rim quístico medular', 'Outras doenças quísticas do rim', 'Doença quística do rim, sem outra especificação', 'Hidronefrose congénita', 'Oclusão congénita do ureter', 'Megaureter congénito', 'Malformação congénita obstrutiva do bacinete e uereter, NCOP', 'Agenésia do ureter', 'Duplicação do ureter', 'Má posição do ureter', 'Refluxo vésico-uretero-renal congénito', 'Outras malformações congénitas do ureter', 'Rim supranumerário', 'Rim lobulado, fundido ou em ferradura', 'Rim ectópico', 'Rim hiperplásico e gigante', 'Outras malformações congénitas especificadas do rim', 'Malformação congénita não especificada do rim', 'Epispadias', 'Extrofia da bexiga', 'Válvulas uretrais posteriores congénitas', 'Outra atrésia e estenose da uretra e do colo da bexiga', 'Malformação do úraco', 'Ausência congénita da bexiga e da uretra', 'Divertículo congénito da bexiga', 'Outras malformações congénitas da bexiga e da uretra', 'Outras malformações congénitas especificadas do aparelho urinário', 'Malformação congénita não especificada do aparelho urinário']","Agenésia unilateral do rim; Agenésia bilateral do rim; Agenésia renal não especificada; Hipoplasia renal unilateral; Hipoplasia renal bilateral; Hipoplasia renal não especificada; Síndrome de Potter; quisto congénito único do rim; Rim policístico, autossómico recessivo; Rim poliquístico, autossómico dominante; Rim poliquístico, tipo não especificado; Displasia renal; Rim quístico medular; Outras doenças quísticas do rim; Doença quística do rim, sem outra especificação; Hidronefrose congénita; Oclusão congénita do ureter; Megaureter congénito; Malformação congénita obstrutiva do bacinete e uereter, NCOP; Agenésia do ureter; Duplicação do ureter; Má posição do ureter; Refluxo vésico-uretero-renal congénito; Outras malformações congénitas do ureter; Rim supranumerário; Rim lobulado, fundido ou em ferradura; Rim ectópico; Rim hiperplásico e gigante; Outras malformações congénitas especificadas do rim; Malformação congénita não especificada do rim; Epispadias; Extrofia da bexiga; Válvulas uretrais posteriores congénitas; Outra atrésia e estenose da uretra e do colo da bexiga; Malformação do úraco; Ausência congénita da bexiga e da uretra; Divertículo congénito da bexiga; Outras malformações congénitas da bexiga e da uretra; Outras malformações congénitas especificadas do aparelho urinário; Malformação congénita não especificada do aparelho urinário"
U88,Glomerulonefrite/nefrose,Glomerulonefrite/nefrose,glomerulonefrite aguda; nefropatia por analgésicos; glomerulonefrite crónica; nefrite; nefropatia; nefrosclerose; síndrome nefrótica,insuficiência renal U99,"três ou mais dos seguintes: hematúria, proteinúria, retenção renal de água e sal, diminuição da função renal, anomalias persistentes do sedimento urinário; ou evidência por biópsia renal",sintoma/queixa do rim U14; resultado de análise à urina anormal U98,,N00.0; N00.1; N00.2; N00.3; N00.4; N00.5; N00.6; N00.7; N00.8; N00.9; N01.0; N01.1; N01.2; N01.3; N01.4; N01.5; N01.6; N01.7; N01.8; N01.9; N03.0; N03.1; N03.2; N03.3; N03.4; N03.5; N03.6; N03.7; N03.8; N03.9; N04.0; N04.1; N04.2; N04.3; N04.4; N04.5; N04.6; N04.7; N04.8; N04.9; N05.0; N05.1; N05.2; N05.3; N05.4; N05.5; N05.6; N05.7; N05.8; N05.9; N07.0; N07.1; N07.2; N07.3; N07.4; N07.5; N07.6; N07.7; N07.8; N07.9; N08.0; N08.1; N08.2; N08.3; N08.4; N08.5; N08.8; N14.0; N14.1; N14.2; N14.3; N14.4; N15.0; N15.8; N16.0; N16.1; N16.2; N16.3; N16.4; N16.5; N16.8,"['N000', 'N001', 'N002', 'N003', 'N004', 'N005', 'N006', 'N007', 'N008', 'N009', 'N010', 'N011', 'N012', 'N013', 'N014', 'N015', 'N016', 'N017', 'N018', 'N019', 'N030', 'N031', 'N032', 'N033', 'N034', 'N035', 'N036', 'N037', 'N038', 'N039', 'N040', 'N041', 'N042', 'N043', 'N044', 'N045', 'N046', 'N047', 'N048', 'N049', 'N050', 'N051', 'N052', 'N053', 'N054', 'N055', 'N056', 'N057', 'N058', 'N059', 'N070', 'N071', 'N072', 'N073', 'N074', 'N075', 'N076', 'N077', 'N078', 'N079', 'N080', 'N081', 'N082', 'N083', 'N084', 'N085', 'N088', 'N140', 'N141', 'N142', 'N143', 'N144', 'N150', 'N158', 'N160', 'N161', 'N162', 'N163', 'N164', 'N165', 'N168']","['Síndrome nefrítica aguda com anormalidade glomerular minor', 'Síndrome nefrítica aguda com lesões glomerulares focais e segmentares', 'Síndrome nefrítica aguda com glomerulonefrite membranosa difusa', 'Síndrome nefrítica aguda com glomerulonefrite proliferativa mesangial difusa', 'Síndrome nefrítica aguda com glomerulonefrite proliferativa endocapilar difusa', 'Síndrome nefrítica aguda com glomerulonefrite mesangiocapilar difusa', 'Síndrome nefrítica aguda com Doença de depósito denso', 'Síndrome nefrítica aguda com glomerulonefrite difusa em crescente', 'Síndrome nefrítica aguda com outras alterações morfológicas', 'Síndrome nefrítica aguda com alterações morfológicas não especificadas', 'Síndrome nefrítica rapidamente progressiva - anormalidade glomerular minor', 'Síndrome nefrítica rapidamente progressiva - lesões glomerulares focais e segmentares', 'Síndrome nefrítica rapidamente progressiva - glomerulonefrite membranosa difusa', 'Síndrome nefrítica rapidamente progressiva - glomerulonefrite proliferativa mesangial difusa', 'Síndrome nefrítica rapidamente progressiva - glomerulonefrite proliferativa endocapilar difusa', 'Síndrome nefrítica rapidamente progressiva - glomerulonefrite mesangiocapilar difusa', 'Síndrome nefrítica rapidamente progressiva - Doença de depósito denso', 'Síndrome nefrítica rapidamente progressiva - glomerulonefrite difusa em crescente', 'Síndrome nefrítica rapidamente progressiva - outras', 'Síndrome nefrítica rapidamente progressiva - não especificada', 'Síndrome nefrítica crónica com anomalia glomerular minor', 'Síndrome nefrítica crónica com lesões glomerulares focais e segmentares', 'Síndrome nefrítica crónica com glomerulonefrite membranosa difusa', 'Síndrome nefrítica crónica com glomerulonefrite proliferativa mesangial difusa', 'Síndrome nefrítica crónica com glomerulonefrite proliferativa endocapilar difusa', 'Síndrome nefrítica crónica com glomerulonefrite mesangiocapilar difusa', 'Síndrome nefrítica crónica com Doença de depósito denso', 'Síndrome nefrítica crónica com glomerulonefrite difusa em crescente', 'Síndrome nefrítica crónica com outras alterações morfológicas', 'Síndrome nefrítica crónica com alterações morfológicas não especificadas', 'Síndrome nefrótica - anormalidade glomerular minor', 'Síndrome nefrótica - lesões glomerulares focais e segmentares', 'Síndrome nefrótica - glomerulonefrite membranosa difusa', 'Síndrome nefrótica - glomerulonefrite proliferativa mesangial difusa', 'Síndrome nefrótica - glomerulonefrite proliferativa endocapilar difusa', 'Síndrome nefrótica - glomerulonefrite mesangiocapilar difusa', 'Síndrome nefrótica - Doença de depósito denso', 'Síndrome nefrótica - glomerulonefrite difusa em crescente', 'Síndrome nefrótica - outras', 'Síndrome nefrótica, com mudanças morfológicas não especificadas', 'Síndrome nefrítica não especificada - anormalidade glomerular minor', 'Síndrome nefrítica não especificada - lesões glomerulares focais e segmentares', 'Síndrome nefrítica não especificada - glomerulonefrite membranosa difusa', 'Síndrome nefrítica não especificada - glomerulonefrite proliferativa mesangial difusa', 'Síndrome nefrítica não especificada - glomerulonefrite proliferativa endocapilar difusa', 'Síndrome nefrítica não especificada - glomerulonefrite mesangiocapilar difusa', 'Síndrome nefrítica não especificada - Doença de depósito denso', 'Síndrome nefrítica não especificada - glomerulonefrite difusa em crescente', 'Síndrome nefrítica não especificada - outras', 'Síndrome nefrítica, sem outra especificação, com alterações morfológicas não especificadas', 'Nefropatia hereditária não classificada noutra parte - anormalidade glomerular minor', 'Nefropatia hereditária não classificada noutra parte - lesões glomerulares focais e segmentares', 'Nefropatia hereditária não classificada noutra parte - glomerulonefrite membranosa difusa', 'Nefropatia hereditária não classificada noutra parte - glomerulonefrite proliferativa mesangial difusa', 'Nefropatia hereditária não classificada noutra parte - glomerulonefrite proliferativa endocapilar difusa', 'Nefropatia hereditária não classificada noutra parte - glomerulonefrite mesangiocapilar difusa', 'Nefropatia hereditária não classificada noutra parte - Doença de depósito denso', 'Nefropatia hereditária não classificada noutra parte - glomerulonefrite difusa em crescente', 'Nefropatia hereditária não classificada noutra parte - outras', 'Nefropatia hereditária não classificada noutra parte - não especificada', 'Nefropatia induzida por analgésico', 'Nefropatia induzida por outras drogas, medicamentos e substâncias biológicas', 'Nefropatia induzida por drogas, medicamentos e substâncias biológicas não especificadas', 'Nefropatia induzida por metais pesados', 'Nefropatia tóxica, não classificada noutra parte', 'Nefropatia dos Balcãs', 'Outras doenças renais túbulo-Intersticiais especificadas']","Síndrome nefrítica aguda com anormalidade glomerular minor; Síndrome nefrítica aguda com lesões glomerulares focais e segmentares; Síndrome nefrítica aguda com glomerulonefrite membranosa difusa; Síndrome nefrítica aguda com glomerulonefrite proliferativa mesangial difusa; Síndrome nefrítica aguda com glomerulonefrite proliferativa endocapilar difusa; Síndrome nefrítica aguda com glomerulonefrite mesangiocapilar difusa; Síndrome nefrítica aguda com Doença de depósito denso; Síndrome nefrítica aguda com glomerulonefrite difusa em crescente; Síndrome nefrítica aguda com outras alterações morfológicas; Síndrome nefrítica aguda com alterações morfológicas não especificadas; Síndrome nefrítica rapidamente progressiva - anormalidade glomerular minor; Síndrome nefrítica rapidamente progressiva - lesões glomerulares focais e segmentares; Síndrome nefrítica rapidamente progressiva - glomerulonefrite membranosa difusa; Síndrome nefrítica rapidamente progressiva - glomerulonefrite proliferativa mesangial difusa; Síndrome nefrítica rapidamente progressiva - glomerulonefrite proliferativa endocapilar difusa; Síndrome nefrítica rapidamente progressiva - glomerulonefrite mesangiocapilar difusa; Síndrome nefrítica rapidamente progressiva - Doença de depósito denso; Síndrome nefrítica rapidamente progressiva - glomerulonefrite difusa em crescente; Síndrome nefrítica rapidamente progressiva - outras; Síndrome nefrítica rapidamente progressiva - não especificada; Síndrome nefrítica crónica com anomalia glomerular minor; Síndrome nefrítica crónica com lesões glomerulares focais e segmentares; Síndrome nefrítica crónica com glomerulonefrite membranosa difusa; Síndrome nefrítica crónica com glomerulonefrite proliferativa mesangial difusa; Síndrome nefrítica crónica com glomerulonefrite proliferativa endocapilar difusa; Síndrome nefrítica crónica com glomerulonefrite mesangiocapilar difusa; Síndrome nefrítica crónica com Doença de depósito denso; Síndrome nefrítica crónica com glomerulonefrite difusa em crescente; Síndrome nefrítica crónica com outras alterações morfológicas; Síndrome nefrítica crónica com alterações morfológicas não especificadas; Síndrome nefrótica - anormalidade glomerular minor; Síndrome nefrótica - lesões glomerulares focais e segmentares; Síndrome nefrótica - glomerulonefrite membranosa difusa; Síndrome nefrótica - glomerulonefrite proliferativa mesangial difusa; Síndrome nefrótica - glomerulonefrite proliferativa endocapilar difusa; Síndrome nefrótica - glomerulonefrite mesangiocapilar difusa; Síndrome nefrótica - Doença de depósito denso; Síndrome nefrótica - glomerulonefrite difusa em crescente; Síndrome nefrótica - outras; Síndrome nefrótica, com mudanças morfológicas não especificadas; Síndrome nefrítica não especificada - anormalidade glomerular minor; Síndrome nefrítica não especificada - lesões glomerulares focais e segmentares; Síndrome nefrítica não especificada - glomerulonefrite membranosa difusa; Síndrome nefrítica não especificada - glomerulonefrite proliferativa mesangial difusa; Síndrome nefrítica não especificada - glomerulonefrite proliferativa endocapilar difusa; Síndrome nefrítica não especificada - glomerulonefrite mesangiocapilar difusa; Síndrome nefrítica não especificada - Doença de depósito denso; Síndrome nefrítica não especificada - glomerulonefrite difusa em crescente; Síndrome nefrítica não especificada - outras; Síndrome nefrítica, sem outra especificação, com alterações morfológicas não especificadas; Nefropatia hereditária não classificada noutra parte - anormalidade glomerular minor; Nefropatia hereditária não classificada noutra parte - lesões glomerulares focais e segmentares; Nefropatia hereditária não classificada noutra parte - glomerulonefrite membranosa difusa; Nefropatia hereditária não classificada noutra parte - glomerulonefrite proliferativa mesangial difusa; Nefropatia hereditária não classificada noutra parte - glomerulonefrite proliferativa endocapilar difusa; Nefropatia hereditária não classificada noutra parte - glomerulonefrite mesangiocapilar difusa; Nefropatia hereditária não classificada noutra parte - Doença de depósito denso; Nefropatia hereditária não classificada noutra parte - glomerulonefrite difusa em crescente; Nefropatia hereditária não classificada noutra parte - outras; Nefropatia hereditária não classificada noutra parte - não especificada; Nefropatia induzida por analgésico; Nefropatia induzida por outras drogas, medicamentos e substâncias biológicas; Nefropatia induzida por drogas, medicamentos e substâncias biológicas não especificadas; Nefropatia induzida por metais pesados; Nefropatia tóxica, não classificada noutra parte; Nefropatia dos Balcãs; Outras doenças renais túbulo-Intersticiais especificadas"
U90,Albuminúria/proteinúria ortostática,Albuminúria/proteinúria ortostática,proteinúria postural,,"albuminúria após realização de esforços, sem albuminúria após repouso no leito durante a noite e sem sinais de doença renal",proteinúria NE U98,,N39.2,['N392'],[],
U95,Cálculo urinário,Cálculo urinário,cálculo/pedra da bexiga/rim/ureter; urolitíase,,dor tipo cólica e hematúria ou história de cálculo urinário no passado; ou emissão de cálculo; ou evidência imagiológica de cálculo,sangue na urina U06; cólica renal U14; outro sintoma urinário U29; resultado anormal de análise à urina U98,,N20.0; N20.1; N20.2; N20.9; N21.0; N21.1; N21.8; N21.9; N22.0; N22.8,"['N200', 'N201', 'N202', 'N209', 'N210', 'N211', 'N218', 'N219', 'N220', 'N228']","['Litíase renal', 'Litíase do ureter', 'Litíase renal com litíase do ureter', 'Litíase urinária, sem outra especificação', 'Litíase vesical', 'Litíase uretral', 'Outro cálculo do trato urinário inferior', 'Litíase do trato urinário inferior, sem outra especificação']","Litíase renal; Litíase do ureter; Litíase renal com litíase do ureter; Litíase urinária, sem outra especificação; Litíase vesical; Litíase uretral; Outro cálculo do trato urinário inferior; Litíase do trato urinário inferior, sem outra especificação"
U98,Análise de urina anormal NE,Análise de urina anormal NE,glicosúria; proteinúria; pus na urina; piúria,hematúria/sangue na urina U06; albuminúria/proteinúria ortostática U90,,,,N39.1; R80; R81; R82.0; R82.1; R82.2; R82.3; R82.4; R82.5; R82.6; R82.7; R82.8; R82.9,"['N391', 'R80', 'R81', 'R820', 'R821', 'R822', 'R823', 'R824', 'R825', 'R826', 'R827', 'R828', 'R829']","['Proteinúria', 'Glicosúria', 'Quilúria', 'Mioglobinuria', 'Biliúria', 'Hemoglobinúria', 'Cetonúria', 'Níveis urinários elevados de agentes medicinais', 'Níveis urinários anormais de substâncias cuja origem é essencialmente não-medicinal', 'Achados anormais ao exame microbiológico da urina', 'Achados anormais ao exame citológico e histológico da urina', 'Outros achados anormais na urina e os não especificados']",Proteinúria; Glicosúria; Quilúria; Mioglobinuria; Biliúria; Hemoglobinúria; Cetonúria; Níveis urinários elevados de agentes medicinais; Níveis urinários anormais de substâncias cuja origem é essencialmente não-medicinal; Achados anormais ao exame microbiológico da urina; Achados anormais ao exame citológico e histológico da urina; Outros achados anormais na urina e os não especificados
U99,Doença urinária outra,Doença urinária outra,divertículo da bexiga; hidronefrose; rim hipertrófico; obstrução do colo vesical; insuficiência renal; uremia; refluxo uretral; carúnculo uretral; aperto uretral,,,,,N06.0; N06.1; N06.2; N06.3; N06.4; N06.5; N06.6; N06.7; N06.8; N06.9; N13.0; N13.1; N13.2; N13.3; N13.4; N13.5; N13.6; N13.7; N13.8; N13.9; N17.0; N17.1; N17.2; N17.8; N17.9; N18.1; N18.2; N18.3; N18.4; N18.5; N18.9; N19; N25.0; N25.1; N25.8; N25.9; N26; N27.0; N27.1; N27.9; N28.0; N28.1; N28.8; N28.9; N29.0; N29.1; N29.8; N31.0; N31.1; N31.2; N31.8; N31.9; N32.0; N32.1; N32.2; N32.3; N32.4; N32.8; N32.9; N33.0; N33.8; N35.0; N35.1; N35.8; N35.9; N36.0; N36.1; N36.2; N36.3; N36.8; N36.9; N37.0; N37.8; N39.8; N39.9; R39.2; T19.8; T19.9; Z90.5; Z90.6,"['N060', 'N061', 'N062', 'N063', 'N064', 'N065', 'N066', 'N067', 'N068', 'N069', 'N130', 'N131', 'N132', 'N133', 'N134', 'N135', 'N136', 'N137', 'N138', 'N139', 'N170', 'N171', 'N172', 'N178', 'N179', 'N181', 'N182', 'N183', 'N184', 'N185', 'N189', 'N19', 'N250', 'N251', 'N258', 'N259', 'N26', 'N270', 'N271', 'N279', 'N280', 'N281', 'N288', 'N289', 'N290', 'N291', 'N298', 'N310', 'N311', 'N312', 'N318', 'N319', 'N320', 'N321', 'N322', 'N323', 'N324', 'N328', 'N329', 'N330', 'N338', 'N350', 'N351', 'N358', 'N359', 'N360', 'N361', 'N362', 'N363', 'N368', 'N369', 'N370', 'N378', 'N398', 'N399', 'R392', 'T198', 'T199', 'Z905', 'Z906']","['Proteinúria isolada com lesão morfológica especificada - anormalidade glomerular minor', 'Proteinúria isolada com lesão morfológica especificada - lesões glomerulares focais e segmentares', 'Proteinúria isolada com lesão morfológica especificada - glomerulonefrite membranosa difusa', 'Proteinúria isolada com lesão morfológica especificada - glomerulonefrite proliferativa mesangial difusa', 'Proteinúria isolada com lesão morfológica especificada - glomerulonefrite proliferativa endocapilar difusa', 'Proteinúria isolada com lesão morfológica especificada - glomerulonefrite mesangiocapilar difusa', 'Proteinúria isolada com lesão morfológica especificada - Doença de depósito denso', 'Proteinúria isolada com lesão morfológica especificada - glomerulonefrite difusa em crescente', 'Proteinúria isolada com lesão morfológica especificada - outras', 'Proteinúria isolada com lesão morfológica especificada - não especificada', 'Hidronefrose com obstrução da junção pieloureteral', 'Hidronefrose com estreitamento de ureter não classificada noutra parte', 'Hidronefrose com obstrução por litíase renal e ureteral', 'Outras hidronefroses e as não especificadas', 'Hidroureter', 'Torção e estreitamento do ureter sem hidronefrose', 'Pionefrose', 'Refluxo vesico-ureteral', 'Outra uropatia obstrutiva e por refluxo', 'Uropatia obstrutiva e por refluxo, sem outra especificação', 'Insuficiência aguda do rim com necrose tubular', 'Insuficiência renal aguda com necrose cortical aguda', 'Insuficiência renal aguda com necrose medular', 'Outra insuficiência aguda do rim', 'Insuficiência aguda do rim, sem outra especificação', 'Doença renal crónica, estadio I', 'Doença renal crónica, estadio II (ligeira)', 'Doença renal crónica, estadio III (moderada)', 'Doença renal crónica, estadio IV (grave)', 'Doença renal crónica, estadio V', 'Doença renal crónica, sem outra especificação', 'Insuficiência renal, sem outra especificação', 'Osteodistrofia renal', 'Diabetes insípida nefrogénica', 'Outras patologias resultantes de insuficiência renal', 'Patologia não especificada, resultando de insuficiência renal', 'Rim contraído, sem outra especificação', 'Rim pequeno, unilateral', 'Rim pequeno, bilateral', 'Rim pequeno, sem outra especificação', 'Isquemia e enfarte  renal', 'Quisto do rim, adquirido', 'Outras alterações especificadas do rim e ureter', 'Patologia do rim e do ureter, sem outra especificação', 'Bexiga neuropática não-Inibida não classificada em outra parte', 'Bexiga neuropática reflexa não classificada em outra parte', 'Bexiga neuropática flácida, não classificada noutra parte', 'Outra disfunção neuromuscular da bexiga', 'Disfunção neuromuscular da bexiga, sem outra especificação', 'Obstrução do colo da bexiga', 'Fístula vesico-intestinal', 'Fístula vesical, não classificada noutra parte', 'Divertículo da bexiga', 'Outras patologias especificadas da bexiga', 'Afecões da bexiga SOE', 'Estenose uretral pós-traumática', 'Estreitamento uretral pós-infeccioso, não classificado noutra parte', 'Causas especificadas de estenose uretral NCOP', 'Estenose da uretra, sem outra especificação', 'Fístula uretral', 'Divertículo uretral', 'Caruncula uretral', 'Outras patologias especificadas da uretra', 'Patologia não especificada da uretra', 'Outras patologias especificadas do aparelho urinário', 'Patologias não especificados do aparelho urinário', 'Urémia extra-renal', 'Corpo estranho em outras partes do trato genitourinário', 'Corpo estranho no trato genitourinário, parte não especificada', 'Ausência adquirida de rim', 'Ausência adquirida de outras partes do aparelho urinário']","Proteinúria isolada com lesão morfológica especificada - anormalidade glomerular minor; Proteinúria isolada com lesão morfológica especificada - lesões glomerulares focais e segmentares; Proteinúria isolada com lesão morfológica especificada - glomerulonefrite membranosa difusa; Proteinúria isolada com lesão morfológica especificada - glomerulonefrite proliferativa mesangial difusa; Proteinúria isolada com lesão morfológica especificada - glomerulonefrite proliferativa endocapilar difusa; Proteinúria isolada com lesão morfológica especificada - glomerulonefrite mesangiocapilar difusa; Proteinúria isolada com lesão morfológica especificada - Doença de depósito denso; Proteinúria isolada com lesão morfológica especificada - glomerulonefrite difusa em crescente; Proteinúria isolada com lesão morfológica especificada - outras; Proteinúria isolada com lesão morfológica especificada - não especificada; Hidronefrose com obstrução da junção pieloureteral; Hidronefrose com estreitamento de ureter não classificada noutra parte; Hidronefrose com obstrução por litíase renal e ureteral; Outras hidronefroses e as não especificadas; Hidroureter; Torção e estreitamento do ureter sem hidronefrose; Pionefrose; Refluxo vesico-ureteral; Outra uropatia obstrutiva e por refluxo; Uropatia obstrutiva e por refluxo, sem outra especificação; Insuficiência aguda do rim com necrose tubular; Insuficiência renal aguda com necrose cortical aguda; Insuficiência renal aguda com necrose medular; Outra insuficiência aguda do rim; Insuficiência aguda do rim, sem outra especificação; Doença renal crónica, estadio I; Doença renal crónica, estadio II (ligeira); Doença renal crónica, estadio III (moderada); Doença renal crónica, estadio IV (grave); Doença renal crónica, estadio V; Doença renal crónica, sem outra especificação; Insuficiência renal, sem outra especificação; Osteodistrofia renal; Diabetes insípida nefrogénica; Outras patologias resultantes de insuficiência renal; Patologia não especificada, resultando de insuficiência renal; Rim contraído, sem outra especificação; Rim pequeno, unilateral; Rim pequeno, bilateral; Rim pequeno, sem outra especificação; Isquemia e enfarte  renal; Quisto do rim, adquirido; Outras alterações especificadas do rim e ureter; Patologia do rim e do ureter, sem outra especificação; Bexiga neuropática não-Inibida não classificada em outra parte; Bexiga neuropática reflexa não classificada em outra parte; Bexiga neuropática flácida, não classificada noutra parte; Outra disfunção neuromuscular da bexiga; Disfunção neuromuscular da bexiga, sem outra especificação; Obstrução do colo da bexiga; Fístula vesico-intestinal; Fístula vesical, não classificada noutra parte; Divertículo da bexiga; Outras patologias especificadas da bexiga; Afecões da bexiga SOE; Estenose uretral pós-traumática; Estreitamento uretral pós-infeccioso, não classificado noutra parte; Causas especificadas de estenose uretral NCOP; Estenose da uretra, sem outra especificação; Fístula uretral; Divertículo uretral; Caruncula uretral; Outras patologias especificadas da uretra; Patologia não especificada da uretra; Outras patologias especificadas do aparelho urinário; Patologias não especificados do aparelho urinário; Urémia extra-renal; Corpo estranho em outras partes do trato genitourinário; Corpo estranho no trato genitourinário, parte não especificada; Ausência adquirida de rim; Ausência adquirida de outras partes do aparelho urinário"
W01,Suspeita de gravidez,Suspeita de gravidez,menstruação em atraso; sintomas sugestivos de gravidez,medo de gravidez W02; gravidez confirmada W78; gravidez confirmada (gravidez não desejada) W79,,,,Z32.0,['Z320'],['Episódio para teste de gravidez'],Episódio para teste de gravidez
W02,Medo de estar grávida,Medo de estar grávida,preocupação com a possibilidade de uma gravidez indesejada,preocupação/medo se a gravidez não desejada for confirmada W79,,,,Z71.1,['Z711'],['Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito'],Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito
W03,Hemorragia antes do parto,Hemorragia antes do parto,ameaça de aborto,,,,,O20.0; O20.8; O20.9; O46.0; O46.8; O46.9,"['O200', 'O208', 'O209', 'O460', 'O468', 'O469']","['Ameaça de aborto', 'Outras hemorragias no início da gravidez', 'Hemorragia no início da gravidez, sem outra especificação', 'Hemorragia anteparto com défice de coagulação', 'Outra forma de hemorragia anteparto', 'Hemorragia anteparto, sem outra especificação']","Ameaça de aborto; Outras hemorragias no início da gravidez; Hemorragia no início da gravidez, sem outra especificação; Hemorragia anteparto com défice de coagulação; Outra forma de hemorragia anteparto; Hemorragia anteparto, sem outra especificação"
W05,Vómitos/náuseas na gravidez,Vómitos/náuseas durante a gravidez,hiperemese gravídica; enjoos matinais numa gravidez confirmada,,,,,O21.0; O21.1; O21.2; O21.8; O21.9,"['O210', 'O211', 'O212', 'O218', 'O219']","['Hiperêmese gravídica leve', 'Hiperêmese gravídica com distúrbio metabólico', 'Vómitos tardios da gravidez', 'Outras formas de vómitos complicando a gravidez', 'Vómitos da gravidez, sem outra especificação']","Hiperêmese gravídica leve; Hiperêmese gravídica com distúrbio metabólico; Vómitos tardios da gravidez; Outras formas de vómitos complicando a gravidez; Vómitos da gravidez, sem outra especificação"
W10,Contracepção pós-coital,Contracepção pós-coital,pílula do dia seguinte,,,,,Z30.3,['Z303'],[],
W11,Contracepção oral,Contracepção oral,planeamento familiar em mulheres por meio hormonal oral,,,,,Z30.4,['Z304'],['Episódio para vigilância de contracetivos'],Episódio para vigilância de contracetivos
W12,Contracepção intra-uterina,Contracepção intra-uterina,planeamento familiar por meio de DIU,,,,,Z30.1; Z30.5,"['Z301', 'Z305']",[],
W13,Esterilização feminina,Esterilização feminina,planeamento familiar por esterilização feminina,,,,,Z30.2,['Z302'],['Episódio para esterilização'],Episódio para esterilização
W14,Contracepção feminina outra,Contracepção feminina outra,contracepção NE; planeamento familiar NE,aconselhamento genético A98; contracepção oral W11; DIU W12; planeamento familiar através de esterilização feminina W13,,,,Z30.0; Z30.8; Z30.9,"['Z300', 'Z308', 'Z309']","['Aconselhamento geral sobre contraceção', 'Outro procedimento anticoncepcional', 'Procedimentos anticoncepcionais SOE']",Aconselhamento geral sobre contraceção; Outro procedimento anticoncepcional; Procedimentos anticoncepcionais SOE
