cod,componente,nome,nome_curto,incl,excl,crit,cons,nota,icd10
N88,7,Epilepsia,Epilepsia,todos os tipos de epilepsia: crises focais; crises generalizadas; grande mal; pequeno mal; estado epiléptico,,"episódios recorrentes de alteração súbita da consciência, com/sem crises/movimentos tónicos/clónicos e ainda testemunho ocular da crise, ou alteração característica do electroencefalograma (EEG)",convulsão N07; outro sintoma neurológico N29,,G40.0; G40.1; G40.2; G40.3; G40.4; G40.5; G40.6; G40.7; G40.8; G40.9; G41.0; G41.1; G41.2; G41.8; G41.9
N89,7,Enxaqueca,Enxaqueca,cefaleia vascular com/sem aura,cefaleia cervicogénica L83; cefaleia em cluster N90; cefaleia de tensão N95,episódios recorrentes de cefaleias com três ou mais dos seguintes: cefaleia unilateral; náuseas/vómitos; aura; outros sintomas neurológicos; história familiar de enxaqueca,cefaleia N01,,G43.0; G43.1; G43.2; G43.3; G43.8; G43.9; G44.1
N90,7,Cefaleia em cluster,Cefaleia em cluster,,enxaqueca N89,"crises de dores graves, frequentemente lancinantes, unilaterais, periorbitárias e/ou temporais, repetindo-se até 8 vezes por dia, por vezes associadas a injecção conjuntival, lacrimejo, congestão nasal, rinorreia, suores, miose, ptose ou edema da pálpebra; as crises acontecem em salvas durando semanas/meses, separados por remissões durando meses/anos",,,G44.0
N91,7,Paralisia facial/paralisia de Bell,Paralisia facial/paralisia de Bell,,,paralisia unilateral de início agudo dos músculos de expressão facial sem perda sensorial,paralisia/fraqueza N18,,G51.0; G51.1; G51.2; G51.3; G51.4; G51.8; G51.9; G53.0; G53.1; G53.2; G53.3; G53.8
N92,7,Nevralgia do trigémio,Nevralgia do trigémio,tique doloroso,nevralgia pós-herpética S70,"paroxismos unilaterais de dor facial ardente, agravada ao palpar pontos gatilho, assoar o nariz ou bocejar, sem paralisia sensorial ou motora",nevralgia NE N99,,G50.0; G50.8; G50.9
N93,7,Síndrome do canal cárpico,Síndrome do canal cárpico,,,"perda/enfraquecimento do tacto afectando o polegar, indicador e dedo médio, que pode ou não atingir metade do dedo anelar; disestesia e dor que se intensificam normalmente durante a noite e podem irradiar ao antebraço",perturbação sensorial N06,,G56.0
N94,7,Nevrite/neuropatia periférica,Nevrite/neuropatia periférica,"polineuropatia infecciosa aguda; neuropatia diabética (codificação dupla com T89, T90); síndrome de Guillain-Barré; lesão de nervo; neuropatia; membro fantasma",neuropatia pós-herpética S70,"alterações sensoriais, reflexivas e motoras, cingidas ao território de nervos individuais, por vezes sem causa aparente, por vezes secundárias a uma doença específica, por exemplo, diabetes",,,G54.0; G54.1; G54.2; G54.3; G54.4; G54.5; G54.6; G54.7; G54.8; G54.9; G55.0; G55.1; G55.2; G55.3; G55.8; G56.1; G56.2; G56.3; G56.4; G56.8; G56.9; G57.0; G57.1; G57.2; G57.3; G57.4; G57.5; G57.6; G57.8; G57.9; G58.0; G58.7; G58.8; G58.9; G59.0; G59.8; G60.0; G60.1; G60.2; G60.3; G60.8; G60.9; G61.0; G61.1; G61.8; G61.9; G62.0; G62.1; G62.2; G62.8; G62.9; G63.0; G63.1; G63.2; G63.3; G63.4; G63.5; G63.6; G63.8; G64; M79.2
N95,7,Cefaleia de tensão,Cefaleia de tensão,,enxaqueca N89; cefaleia em cluster N90,"dor de cabeça sob a forma de pressão, generalizada, associada ao stress e tensão muscular com/sem sensibilidade aumentada dos músculos pericranianos",cefaleia N01,,G44.2
N99,7,Doença do sistema neurológico outra,Doença do sistema neurológico outra,paralisia cerebral; doença do neurónio motor; miastenia gravis; nevralgia NE,apneia do sono P06,,,,E51.2; G10; G11.0; G11.1; G11.2; G11.3; G11.4; G11.8; G11.9; G12.0; G12.1; G12.2; G12.8; G12.9; G13.0; G13.1; G13.2; G13.8; G23.0; G23.1; G23.2; G23.8; G23.9; G24.0; G24.1; G24.2; G24.3; G24.4; G24.5; G24.8; G24.9; G26; G31.0; G31.1; G31.8; G31.9; G32.0; G32.8; G36.0; G36.1; G36.8; G36.9; G37.0; G37.1; G37.2; G37.3; G37.4; G37.5; G37.8; G37.9; G52.0; G52.1; G52.2; G52.3; G52.7; G52.8; G52.9; G70.0; G70.1; G70.2; G70.8; G70.9; G71.0; G71.1; G71.2; G71.3; G71.8; G71.9; G72.0; G72.1; G72.2; G72.3; G72.4; G72.8; G72.9; G73.0; G73.1; G73.2; G73.3; G73.4; G73.5; G73.6; G73.7; G80.0; G80.1; G80.2; G80.3; G80.4; G80.8; G80.9; G90.0; G90.1; G90.2; G90.3; G90.4; G90.8; G90.9; G91.0; G91.1; G91.2; G91.3; G91.8; G91.9; G92; G93.0; G93.1; G93.2; G93.4; G93.5; G93.6; G93.7; G93.8; G93.9; G94.0; G94.1; G94.2; G94.8; G95.0; G95.1; G95.2; G95.8; G95.9; G96.0; G96.1; G96.8; G96.9; G98; G99.0; G99.1; G99.2; G99.8; M79.2; Z98.2
P01,1,Sensação de ansiedade/nervosismo/tensão,Sensação de ansiedade/nervosismo/tensão,ansiedade NE; sentir-se assustado,perturbação de ansiedade P74,sentimentos relatados pelo doente como uma experiência emocional ou psicológica não atribuída a uma perturbação mental. Existe uma transição gradual de sentimentos indesejáveis - mas bastante normais - para sentimentos que são tão perturbadores para o doente que levam à procura de ajuda profissional,,,R45.0
P02,1,Reacção aguda ao stress,Reacção aguda ao stress,perturbação de adaptação; choque de cultura; sentir-se stressado/pesar/saudade; stress pós-traumático imediato; choque (psíquico),sensação de depressão P03; perturbação depressiva P76; perturbação de stress pós-traumático P82,"reacção a um acontecimento que provoca stress ou a uma mudança significativa de vida que exige uma adaptação considerável, quer como uma reacção esperada ao acontecimento ou como uma reacção de má adaptação que interfere com a vida quotidiana e resulta num funcionamento social comprometido, com recuperação dentro de um período de tempo limitado",,,F43.0; F43.2; F43.8; F43.9
P03,1,Sensação de depressão,Sensação de depressão,sentir-se inadequado; infeliz; preocupado,baixa auto-estima P28; perturbação depressiva P76,sentimentos relatados pelo doente como uma experiência emocional ou psicológica não atribuída a uma perturbação mental. Existe uma transição gradual de sentimentos indesejáveis - mas bastante normais - para sentimentos que são tão perturbadores para o doente que levam à procura de ajuda profissional,,,R45.2; R45.3
P04,1,Sentir-se/comportar-se de forma irritável/zangada,Sentir-se/compor forma irrit/zangada,agitação NE; desassossego NE,criança hiper-activa P22; irritabilidade no parceiro Z13,"sentimentos relatados pelo doente como uma experiência emocional ou psicológica não atribuída a uma perturbação mental, ou comportamento indicando irritabilidade ou ira. Existe uma transição gradual de sentimentos indesejáveis - mas bastante normais - para sentimentos que são tão perturbadores para o doente que levam à procura de ajuda profissional",,,R45.1; R45.4; R45.5; R45.6
P05,1,"Senilidade, sentir-se/comportar-se como velho","Senilid, sentir-se/compor como velho",preocupação com o envelhecimento; senescência,demência P70,sentimentos relatados pelo doente como uma experiência emocional ou psicológica não atribuída a uma perturbação mental. Existe uma transição gradual de sentimentos indesejáveis - mas bastante normais - para sentimentos que são tão perturbadores para o doente que levam à procura de ajuda profissional,,,R54
P06,1,Perturbação do sono,Perturbação do sono,insónia; pesadelos; apneia do sono; sonambulismo,"sonolência A29; cansaço provocado pelas viagens e diferença de fuso horário (""jet lag"") A88","a perturbação do sono como diagnóstico requer que o problema de sono seja uma queixa importante que, segundo o doente e o médico, não seja causada por outra perturbação, mas seja antes um problema em si mesmo. A insónia requer uma deficiência qualitativa ou qualitativa do sono que é insatisfatório na opinião do doente, ao longo de um período considerável de tempo. Na hipersónia existem sonolência diurna excessiva e ataques de sono que limitam o desempenho do doente",,,F51.0; F51.1; F51.2; F51.3; F51.4; F51.5; F51.8; F51.9; G47.0; G47.1; G47.2; G47.3; G47.4; G47.8; G47.9
P07,1,Diminuição do desejo sexual,Diminuição do desejo sexual,frigidez; perda da libido,impotência não orgânica/não satisfação sexual P08; preocupação com a preferência sexual P09,"problemas sexuais relativos ao desejo não atribuíveis a qualquer perturbação ou doença orgânica, mas um reflexo da incapacidade do doente de participar na relação sexual que pretende por falta de desejo, falta de resposta ou função genital",,,F52.0
P08,1,Diminuição da satisfação sexual,Diminuição da satisfação sexual,impotência não orgânica ou dispareunia; ejaculação precoce; vaginismo de origem psicogénica,problemas de desejo sexual P07; preocupação com a preferência sexual P09; vaginismo NE X04; impotência orgânica/problemas sexuais Y07,"problemas sexuais relativos à satisfação não atribuíveis a qualquer perturbação ou doença orgânica, mas a um reflexo da incapacidade do doente de participar na relação sexual, que o próprio deseja, por falha de funcionamento ou de resposta genital ou problemas com o desenvolvimento sexual",,,F52.1; F52.2; F52.3; F52.4; F52.5; F52.6; F52.7; F52.8; F52.9
P09,1,Preocupação com a preferência sexual,Preocupação com a preferência sexual,,redução do desejo sexual P07; redução da satisfação sexual P08,"problemas sexuais relativos à preferência não causados por qualquer perturbação ou doença orgânica, mas um reflexo da incapacidade do doente de participar na relação sexual, que o próprio deseja, por problemas com a identidade, preferência ou orientação sexual",,,F64.0; F64.1; F64.2; F64.8; F64.9; F65.0; F65.1; F65.2; F65.3; F65.4; F65.5; F65.6; F65.8; F65.9; F66.0; F66.1; F66.2; F66.8; F66.9
P10,1,Gaguejar/balbuciar/tique,Gaguejar/balbuciar/tique,,perturbações do discurso N19; tique doloroso N92,"gaguez e balbuciar: caracterizada por repetições frequentes/prolongamentos de sons, ou por hesitações/pausas frequentes que interrompem o discurso",,,F95.0; F95.1; F95.2; F95.8; F95.9; F98.4; F98.5; F98.6
P11,1,Problema de alimentação da criança,Problema de alimentação da criança,problema de alimentação; problema com o comportamento alimentar da criança,anorexia nervosa P86; problema de alimentação do adulto T05,,,"Problemas com o comportamento das crianças são especialmente difíceis de classificar, daí que estejam distribuídos por quatro capítulos da ICPC. O facto de os pais apresentarem ou não estes problemas ao clínico geral reflecte a sua opinião acerca das diferenças graduais entre o comportamento normal - apesar de talvez incomodativo -e o comportamento que é considerado preocupante ou ""patológico""",F98.2; F98.3
P12,1,Molhar a cama/enurese,Molhar a cama/enurese,,molhar a cama devido a perturbações orgânicas U04,emissão involuntária de urina durante o dia/a noite e não atribuível a qualquer causa orgânica,,"Problemas relacionados com o comportamento das crianças são especialmente difíceis de classificar, daí que estejam distribuídos por quatro capítulos da ICPC. O facto de os pais apresentarem ou não estes problemas ao clínico geral reflecte a sua opinião acerca das diferenças graduais entre o comportamento normal - apesar de talvez incomodativo -e o comportamento que é considerado preocupante ou ""patológico""",F98.0
P13,1,Encoprese/problema de treino do intestino,Encoprese/problema treino intestino,,,"a encoprese requer uma emissão repetida de fezes habitualmente bem moldadas em locais impróprios, considerada anormal para a idade e não causada por obstipação/dificuldades de controlo do esfíncter/outra doença",,,F98.1
P15,1,Abuso crónico do álcool,Abuso crónico do álcool,síndromes alcoólicas do cérebro; psicose alcoólica; alcoolismo; delirium tremens,,perturbação devida ao consumo do álcool e que resulta em um ou mais dos seguintes: uso nocivo com prejuízo para a saúde clinicamente importante; síndrome de dependência; estado de privação; distúrbio psicótico,,"As definições de um problema de abuso de substâncias devem ter em consideração as diferenças entre os países e culturas. O médico pode chamar ao episódio ""abuso crónico do álcool"" sem o acordo do doente e, consequentemente, também sem o doente estar disposto a qualquer intervenção médica.",F10.1; F10.2; F10.3; F10.4; F10.5; F10.6; F10.7; F10.8; F10.9; G31.2
P16,1,Abuso agudo do álcool,Abuso agudo do álcool,embriaguez,,"perturbação devida ao consumo de álcool que leva a intoxicação aguda, com/sem uma história de abuso crónico",,"O médico pode decidir classificar um episódio como ""abuso agudo de álcool"" sem o acordo do doente e, consequentemente, também sem o doente estar disposto a qualquer intervenção médica.",F10.0
P17,1,Abuso do tabaco,Abuso do tabaco,problema de fumar,,perturbação devida ao consumo de tabaco que leva a um ou mais dos seguintes: intoxicação aguda; uso nocivo com prejuízo para a saúde clinicamente importante; síndrome de dependência; estado de privação,factor de risco NE A23,"As definições de problemas de abuso de substâncias devem ter em consideração as diferenças entre países e culturas. Um dependente alcoólico ou um heroinómano precisam de atenção médica, mas as definições de ""abuso de tabaco"" são controversas. O médico pode decidir classificar um episódio como ""abuso do tabaco"" sem o acordo do doente e, consequentemente, também sem o doente estar disposto a qualquer intervenção médica.",F17.0; F17.1; F17.2; F17.3; F17.4; F17.5; F17.6; F17.7; F17.8; F17.9
P18,1,Abuso de medicação,Abuso de medicação,abuso de qualquer medicamento prescrito,,,,"As definições de problemas de abuso de substâncias devem ter em consideração as diferenças entre países e culturas. Alguns doentes solicitam e usam tranquilizantes, comprimidos para dormir, anorécticos ou laxantes inadequadamente e por demasiado tempo. Nestes casos o médico pode decidir classificar um episódio como ""abuso de medicação"" sem o acordo do doente e, consequentemente, também sem o doente estar disposto a qualquer intervenção médica.",F13.0; F13.1; F13.2; F13.3; F13.4; F13.5; F13.6; F13.7; F13.8; F13.9; F19.0; F19.1; F19.2; F19.3; F19.4; F19.5; F19.6; F19.7; F19.8; F19.9; F55
P19,1,Abuso de droga,Abuso de droga,dependência de droga; privação de droga,,perturbação devida ao abuso de substância psicoactiva que provoca dependência e que leva a uma ou mais das situações seguintes: intoxicação aguda; uso nocivo com prejuízo para a saúde clinicamente importante; síndrome de dependência; estado de privação; distúrbio psicótico,,"As definições de problemas de abuso de substâncias devem ter em consideração as diferenças entre países e culturas. Um dependente alcoólico ou um heroinómano precisam de atenção médica, mas as definições de ""uso de haxixe"" são controversas. O médico pode decidir classificar um episódio como ""abuso de droga"" sem o acordo do doente e, consequentemente, também sem o doente estar disposto a qualquer intervenção médica.",F11.0; F11.1; F11.2; F11.3; F11.4; F11.5; F11.6; F11.7; F11.8; F11.9; F12.0; F12.1; F12.2; F12.3; F12.4; F12.5; F12.6; F12.7; F12.8; F12.9; F13.0; F13.1; F13.2; F13.3; F13.4; F13.5; F13.6; F13.7; F13.8; F13.9; F14.0; F14.1; F14.2; F14.3; F14.4; F14.5; F14.6; F14.7; F14.8; F14.9; F15.0; F15.1; F15.2; F15.3; F15.4; F15.5; F15.6; F15.7; F15.8; F15.9; F16.0; F16.1; F16.2; F16.3; F16.4; F16.5; F16.6; F16.7; F16.8; F16.9; F18.0; F18.1; F18.2; F18.3; F18.4; F18.5; F18.6; F18.7; F18.8; F18.9; F19.0; F19.1; F19.2; F19.3; F19.4; F19.5; F19.6; F19.7; F19.8; F19.9
P20,1,Alteração da memória,Alteração da memória,amnésia; desorientação; dificuldade de concentração,,,,,R41.0; R41.1; R41.2; R41.3; R41.8
P22,1,Sintoma/queixa do comportamento da criança,Sintoma/queixa comportamento criança,atraso do desenvolvimento; ciúme; criança super-activa; atraso da fala; birra,sintoma/queixa do comportamento do adolescente P23; sintoma/queixa do comportamento do adulto P80; preocupação com o desenvolvimento físico/atraso de crescimento T10,,,,F91.0; F91.1; F91.2; F91.3; F91.8; F91.9; F92.0; F92.8; F92.9; F93.0; F93.1; F93.2; F93.3; F93.8; F93.9; F94.0; F94.1; F94.2; F94.8; F94.9; F98.8; F98.9; R62.0
P23,1,Sintoma/queixa do comportamento do adolescente,Sintoma/queixa comportam adolescente,delinquência,sintoma/queixa do comportamento da criança P22; sintoma/queixa do comportamento do adulto P80; perturbação hipercinética P81,,,,F91.0; F91.1; F91.2; F91.3; F91.8; F91.9; F92.0; F92.8; F92.9; F94.0; F94.1; F94.2; F94.8; F94.9; F98.8; F98.9
P24,1,Dificuldade específica de aprendizagem,Dificuldade específica de aprendizagem,dislexia,perturbação de défice de atenção P81; atraso mental P85,"dificuldade específica do discurso, linguagem ou aprendizagem com início na infância, juntamente com deficiências de funcionamento ligadas à maturação biológica do sistema nervoso central, e um estado estável ao longo do tempo sem remissões ou recaídas espontâneas, apesar do défice poder diminuir à medida que a criança cresce",,,F80.0; F80.1; F80.2; F80.3; F80.8; F80.9; F81.0; F81.1; F81.2; F81.3; F81.8; F81.9; F82; F83; R48.0; R48.1; R48.2; R48.8
P25,1,Problema numa fase da vida de um adulto,Problema numa fase da vida de um adulto,síndrome do ninho vazio; crise de meia-idade; problema de reforma,sentir-se/comportar-se como velho P05; menopausa X11,,,,Z60.0
P27,1,Medo de perturbação mental,Medo de perturbação mental,preocupação com doença mental; medo de tentativa de suicídio,"se o doente tem a doença, codifique-a",preocupação com/medo de doença mental numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
P28,1,Limitação funcional/incapacidade (P),Limitação funcional/incapacidade (P),baixa auto-estima,,limitação de função/incapacidade devido a problema psicológico,,Os quadros COOP/WONCA permitem documentar o estado funcional do doente (ver Capítulo 8),Z73.6
P29,1,Sintoma/queixa psicológico outro,Sintoma/queixa psicológico outro,ilusões; problemas em comer NE; alucinações; sintomas/queixas psicológicos múltiplos; falta de higiene; comportamentos estranhos; desconfiança,cefaleia de tensão N95,,,,F50.8; F50.9; F63.3; F98.8; F98.9; R44.0; R44.1; R44.2; R44.3; R44.8; R45.7; R45.8; R46.0; R46.1; R46.2; R46.3; R46.4; R46.5; R46.6; R46.7; R46.8; R63.6; Z64.2; Z64.3; Z73.0; Z73.1; Z73.3
P70,7,Demência,Demência,doença de Alzheimer; demência senil,,"síndrome devido a uma doença do cérebro, geralmente de natureza crónica e/ou progressiva, com perturbações clinicamente significativas das funções do córtex superior (memória, pensamento, orientação, compreensão), mas sem afectar a consciência","senilidade P05, outros sintomas psicológicos P29",,F00.0; F00.1; F00.2; F00.9; F01.0; F01.1; F01.2; F01.3; F01.8; F01.9; F02.0; F02.1; F02.2; F02.3; F02.4; F02.8; F03; G30.0; G30.1; G30.8; G30.9
P71,7,Psicose orgânica outra,Psicose orgânica outra,delirium,psicose de origem alcoólica P15; psicose NE P98,"distúrbios psiquiátricos orgânicos como diagnóstico exigem síndromes psicológicos, padrões ou comportamentos devidos a uma doença orgânica",,,F04; F05.0; F05.1; F05.8; F05.9; F06.0; F06.1; F06.2; F06.3; F06.4; F06.5; F06.6; F06.7; F06.8; F06.9; F07.0; F07.1; F07.2; F07.8; F07.9; F09
P72,7,Esquizofrenia,Esquizofrenia,todos os tipos de paranóia; todos os tipos de esquizofrenia,psicose aguda/transitória P98,"distorções fundamentais e características do pensamento, percepção e afectos que são inadequados ou enevoados (por exemplo, pensamento-eco, inserção, retirada, percepções delirantes, vozes alucinatórias, delírios de controlo), mas com perfeita consciência e capacidade intelectual não afectada",psicose NE P98,,F20.0; F20.1; F20.2; F20.3; F20.4; F20.5; F20.6; F20.8; F20.9; F21; F22.0; F22.8; F22.9; F24; F25.0; F25.1; F25.2; F25.8; F25.9; F28
P73,7,Psicose afectiva,Psicose afectiva,distúrbio bipolar; hipomania; mania; depressão maníaca,depressão P76,"distúrbio fundamental dos afectos e do humor (com/sem ansiedade associada). Na perturbação maníaca, a energia e a actividade estão simultaneamente estimuladas. Na doença bipolar, observam-se pelo menos dois períodos de alteração do humor, mudando de elevado para deprimido.",psicose NE P98,,F30.0; F30.1; F30.2; F30.8; F30.9; F31.0; F31.1; F31.2; F31.3; F31.4; F31.5; F31.6; F31.7; F31.8; F31.9; F34.0
P74,7,Distúrbio ansioso/estado de ansiedade,Distúrbio ansioso/estado de ansiedade,neurose ansiosa; perturbação de pânico,ansiedade NE P01; ansiedade com depressão P76,"ansiedade clinicamente significativa que não se restringe a nenhum ambiente ou situação específica. Manifesta-se como episódios de pânico (ataques recorrentes de extrema ansiedade não limitada a nenhuma situação, com ou sem sintomas físicos) ou como uma perturbação na qual ocorre ansiedade generalizada e persistente, não relacionada com qualquer situação particular, com sintomas físicos variáveis",sensação de ansiedade/nervosismo/tensão P01,,F41.0; F41.1; F41.3; F41.8; F41.9
P75,7,Somatização,Somatização,distúrbio de conversão; hipocondria; histeria; pseudociese,,"a somatização caracteriza-se por uma preocupação com a apresentação repetida de sintomas e queixas físicas, assim como pedidos insistentes de exames médicos, apesar de vários resultados negativos e garantias por parte dos médicos. Este diagnóstico requer a apresentação ao médico de família de sintomas múltiplos, recorrentes e variando frequentemente ao longo de um período de pelos menos um ano. A hipocondria requer uma preocupação persistente com a aparência física ou a possibilidade de ter uma doença grave, juntamente com queixas somáticas persistentes ao longo de um período de pelo menos um ano, apesar de vários resultados negativos e garantias por parte dos médicos",,"A somatização é a apresentação repetida de sintomas e queixas físicos sugerindo perturbações físicas para as quais não são demonstrados achados orgânicos ou mecanismos fisiológicos responsáveis e para as quais existem provas positivas de que estejam ligados a factores psicológicos enquanto o doente não experiencia uma sensação de controlo da produção destes sintomas ao lidar com os factores psicológicos. Os sintomas e queixas físicos, incluindo a dor, que são apresentados como se fossem devidos a uma perturbação física de um sistema/órgão sob controlo nervoso autonómico ou que consistem em dor persitente, grave/aflitiva que não pode ser explicada por um processo/perturbação fisiológica, são codificados com um diagnóstico de sintoma/queixa representando o aspecto físico e - se possível - com um código representando o problema emocional ou psicológico a que está associado. A definição da perturbação de somatização da CID-10 (um mínimo de 2 anos) é demasiado restrita para uso na clínica geral.",F44.0; F44.1; F44.2; F44.3; F44.4; F44.5; F44.6; F44.7; F44.8; F44.9; F45.0; F45.1; F45.2; F45.3; F45.4; F45.9
P76,7,Perturbação depressiva,Perturbação depressiva,neurose/psicose depressiva; misto de ansiedade e depressão; depressão puerperal/pós-natal; depressão reactiva,reacção aguda ao stress P02,"distúrbio importante do afecto e humor no sentido da depressão. O humor, a energia e a actividade diminuem, assim como diminui a capacidade para a alegria, o interesse e a concentração. O sono e o apetite são normalmente alterados e a auto-estima e a confiança estão diminuídas",sensação de depressão P03,,F32.0; F32.1; F32.2; F32.3; F32.8; F32.9; F33.0; F33.1; F33.2; F33.3; F33.4; F33.8; F33.9; F34.1; F34.8; F34.9; F38.0; F38.1; F38.8; F39; F41.2; F53.0
P77,7,Suicídio/tentativa de suicídio,Suicídio/tentativa de suicídio,tentativa sucedida; gesto suicida,medo de tentar o suicídio P27,,,codificação dupla com A96,Z91.5
P78,7,Neurastenia/surmenage,Neurastenia/surmenage,,,"fadiga crescente com associações desagradáveis, dificuldades de concentração e um decréscimo persistente do desempenho e da eficiência de coping; a sensação de cansaço físico e de exaustão depois de um esforço mental ou um esforço físico mínimo é muitas vezes acompanhada por dor muscular e incapacidade para relaxar",fadiga/fadiga pós-viral/síndrome de fadiga crónica A04,,F48.0
P79,7,Fobia/perturbação compulsiva,Fobia/perturbação compulsiva,,,"a ansiedade fóbica exige a expressão dessa ansiedade em voz alta, feita apenas em situações bem definidas e que geralmente não consideradas perigosas: o doente tenta evitar estas situações ou suporta-as com terror. A perturbação obcessivo-compulsiva requer pensamentos/actos obcessivos angusiantes e recorrentes reconhecidos pelo doente cmo seus; os comportamentos compulsivos esteriotipados são repetidos vezes sem conta, com a intenção de evitar algum evento objectivo improvável e reconhecidos pelo doente como inúteis e ineficazes",,,F40.0; F40.1; F40.2; F40.8; F40.9; F42.0; F42.1; F42.2; F42.8; F42.9
P80,7,Perturbação da personalidade,Perturbação da personalidade,perturbações de comportamento num adulto; neurose de compensação; síndrome de Munchhausen; psicopatia,,"estados e padrões de comportamento persistentes e clinicamente relevantes do estilo de vida de um indivíduo e da sua forma de se relacionar consigo e com os outros, reflectindo desvios significativos/graves da forma como um indivíduo médio nessa cultura percepciona, sente e se comporta. Este padrão está profundamente enraizado e é duradouro",,,F60.0; F60.1; F60.2; F60.3; F60.4; F60.5; F60.6; F60.7; F60.8; F60.9; F61; F62.0; F62.1; F62.8; F62.9; F63.0; F63.1; F63.2; F63.8; F63.9; F68.0; F68.1; F68.8; F69
P81,7,Perturbação hipercinética,Perturbação hipercinética,perturbação de défice de atenção; hiperactividade,perturbação hipercinética com início na adolescência P23; problema de aprendizagem P24,"falta de persistência, de início precoce, nas actividades que exigem envolvimento cognitivo, com tendência em saltar de uma actividade para outra sem completar nenhuma, com comportamento desorganizado e mal regulado e actividade excessiva",criança super-activa P22,,F90.0; F90.1; F90.8; F90.9
P82,7,Perturbação de stress pós-traumático,Perturbação de stress pós-traumático,perturbação de stress pós-traumático crónica,reacção aguda ao stress P02,"um acontecimento stressante seguido de um estado de perturbação e de angústia graves, com uma reacção diferida ou prolongada, ""flashbacks"", pesadelos, embotamento emocional e anedonia interferindo com o funcionamento social e o desempenho, incluindo humor depressivo, ansiedade, preocupação e sensação de não ser capaz de lidar com a situação, que persiste ao longo do tempo",sensação de ansiedade P01; reacção aguda ao stress P02M sensação de depressão P03; mudança de personalidade duradoura após experiência catastrófica P80,,F43.1
P85,7,Atraso mental,Atraso mental,,atraso mental devido a malformação congénita A90,"paragem do desenvolvimento/desenvolvimento incompleto do pensamento com prejuízo de competências durante o período de desenvolvimento e fraco nível de inteligência global, com/sem perturbação do comportamento",,,F70.0; F70.1; F70.8; F70.9; F71.0; F71.1; F71.8; F71.9; F72.0; F72.1; F72.8; F72.9; F73.0; F73.1; F73.8; F73.9; F78.0; F78.1; F78.8; F78.9; F79.0; F79.1; F79.8; F79.9
P86,7,Anorexia nervosa/bulimia,Anorexia nervosa/bulimia,,,"Anorexia Nervosa: perda de peso provocada e mantida deliberadamente pelo doente, associada a um medo exagerado e sobrevalorizado da gordura e da flacidez dos contornos do corpo. Bulimia: ataques repetidos de ingestão excessiva de alimentos e uma preocupação excessiva com o peso, conduzindo a um padrão de excesso de ingestão seguido de vómitos provocados ou uso de purgantes","distúrbio alimentar, recusa em comer P11, distúrbio alimentar, recusa em comer P29; problema alimentar T04; problema alimentar T05",,F50.0; F50.1; F50.2; F50.3; F50.4
P98,7,Psicose NE/outra,Psicose NE/outra,psicose aguda/transitória/reactiva/puerperal,,,,,F23.0; F23.1; F23.2; F23.3; F23.8; F23.9; F29; F53.1
P99,7,Perturbação psicológica outra,Perturbação psicológica outra,autismo; neurose NE,,,,,F48.1; F48.8; F48.9; F53.8; F53.9; F54; F59; F84.0; F84.1; F84.2; F84.3; F84.4; F84.5; F84.8; F84.9; F88; F89; F99
R01,1,Dor aparelho respiratório,Dor aparelho respiratório,respiração dolorosa; dor pleurítica; pleurodinia,"dor no tórax A11, dor torácica músculo-esquelética L04; dor nasal R08; dor seios perinasais R09; garganta irritada R21; sensação de aperto torácico R29; pleurisia R82",,,,R07.1
R02,1,Dificuldade respiratória/dispneia,Dificuldade respiratória/dispneia,ortopneia,respiração ruidosa R03; estridor R04; hiperventilação R98,,,,R06.0
R03,1,Pieira,Pieira,roncos,dispneia R02; estridor R04; hiperventilação R98,,,,R06.2
R04,1,Problema respiratório outro,Problema respiratório outro,respiração anormal; apneia; interrupção da respiração; pieira inspiratória; dificuldade respiratória; ressonar; estridor; taquipneia,apneia do sono P06; dor respiratória R01; dispneia R02; pieira R03; tosse R05; hiperventilação R98,,,,R06.1; R06.3; R06.5; R06.8
R05,1,Tosse,Tosse,tosse (seca ou húmida),expectoração/muco anormal R25,,,,R05
R06,1,Hemorragia nasal/epistáxis,Hemorragia nasal/epistáxis,,,,,,R04.0
R07,1,Espirro/congestão nasal,Espirro/congestão nasal,nariz tapado; rinorreia; corrimento nasal,,,,,R06.7
R08,1,Sintoma/queixa nasal outro,Sintoma/queixa nasal outro,dor nasal; gotejamento pós-nasal; nariz proeminente; nariz vermelho,anosmia N16; epistáxis R06; nariz tapado/espirro R07; queixa dos seios perinasais R09; rinofima S99,,,,J34.8
R09,1,Sintoma/queixa dos seios perinasais,Sintoma/queixa dos seios perinasais,seio perinasal obstruído; seio perinasal congestionado; dor/pressão de seio perinasal,cefaleia N01; dor na face N03; congestão nasal R07,,,,J34.8
R21,1,Sinal/queixa da garganta,Sinal/queixa da garganta,garganta seca/inflamada/vermelha/dorida; amígdalas grandes; nó na garganta; dor amigdalina,sintoma da voz R23; hipertrofia das amígdalas R90,,,,R07.0; R09.8
R23,1,Sintoma/queixa da voz,Sintoma/queixa da voz,sem voz; afonia; rouquidão,perturbação neurológica da fala N19; gaguez/tique P10; dor de garganta R21,,,,R49.0; R49.1; R49.2; R49.8
R24,1,Hemoptise,Hemoptise,,,,,,R04.2
